voedselnaam,Alpha-tocopherol,Calcium (Ca),Copper (Cu),Magnesium (Mg),Phosphorus (P),Potassium (K),Total Selenium,Total iron,Zinc (Zn),"niacin equivalents, total",riboflavin,thiamin,vitamin B-12,"vitamin B-6, total",vitamin E; alpha-tocopherol equiv from E vitamer activities,"vitamin K, total"
"Wolffish, PROCESS Steaming",2.381,25.0,0.015,29.0,192.0,266.0,,1.008,0.743,4.149,0.053,0.189,0.0022,0.309,2.381,0.0
Wolffishes,2.4,40.714285714285715,0.012142857142857141,24.714285714285715,214.57142857142858,250.28571428571428,0.05750000000000001,1.0714285714285714,0.5214285714285715,5.178571428571429,0.063,0.15514285714285717,0.0023628571428571427,0.31657142857142856,1.42,0.0
"Wolffishes, PROCESS Baking",2.372,24.0,0.015,29.0,195.0,290.0,,1.028,0.7139999999999999,5.081,0.065,0.194,0.0024,0.339,2.372,0.0
"Wolffishes, PROCESS Cooking in water",2.365,24.0,0.015,29.0,194.0,289.0,,1.026,0.712,5.089,0.065,0.193,0.0024,0.338,2.365,0.0
"Wolffishes, PROCESS Frying",2.372,24.0,0.015,29.0,195.0,290.0,,1.028,0.7139999999999999,5.081,0.065,0.194,0.0024,0.339,2.372,0.0
"Wolffishes, PROCESS Steaming",2.381,25.0,0.015,29.0,192.0,266.0,,1.008,0.743,4.149,0.053,0.189,0.0022,0.309,2.381,0.0
Yams,0.35,22.142857142857142,0.11714285714285715,19.285714285714285,39.142857142857146,389.2857142857143,0.001,0.8428571428571429,0.16428571428571428,1.017,0.024285714285714282,0.11,0.0,0.16,0.35,0.0
"Yams, PROCESS Baking",0.0,23.571428571428573,0.11285714285714286,20.0,41.0,397.14285714285717,,0.8828571428571428,0.19,0.945,0.022857142857142857,0.10357142857142856,0.0,0.1392857142857143,0.0,0.0
"Yams, PROCESS Cooking in water",0.0,20.571428571428573,0.11428571428571428,17.0,36.0,305.7142857142857,,0.7264285714285714,0.18714285714285714,0.8630000000000001,0.02214285714285714,0.09142857142857143,0.0,0.12285714285714286,0.0,0.0
"Yams, PROCESS Steaming",0.0,20.714285714285715,0.11142857142857142,17.428571428571427,36.857142857142854,321.42857142857144,,0.7692857142857142,0.17285714285714285,0.8630000000000001,0.02214285714285714,0.09142857142857143,0.0,0.12285714285714286,0.0,0.0
Yeast extract,,53.285714285714285,0.17814285714285713,105.28571428571429,236.5,2475.0,0.018,1.8658571428571429,1.622142857142857,50.978,0.391,7.324999999999999,0.0006666666666666666,1.375,7.462,0.003
Yeast leavened sweet doughs,0.251,28.0,0.077,14.0,75.0,158.0,,0.53,0.564,2.421,0.114,0.122,0.0,0.058,0.251,0.0
"Yeast leavened sweet doughs, PROCESS Baking",0.251,51.028571428571425,0.1415714285714286,18.571428571428573,88.31428571428572,162.85714285714286,0.003,1.0614285714285716,0.7102857142857142,2.6484285714285716,0.1177142857142857,0.12514285714285714,0.00042500000000000003,0.06799999999999999,2.3942,0.0
"Yoghurt drinks, including sweetened and/or flavoured variants",0.1,104.48333333333333,0.010466666666666666,10.65,80.10000000000001,137.96666666666667,0.0014333333333333333,0.0815,0.36433333333333334,0.8386666666666667,0.1575,0.03833333333333334,0.000275,0.043666666666666666,0.04440000000000001,0.001
"Yoghurt drinks, including sweetened and/or flavoured variants, FORT Mixed supplements/formulations",,135.0,,18.0,95.0,137.0,,0.2,0.6,1.0,0.18,0.02,0.0,0.033,,
"Yoghurt drinks, including sweetened and/or flavoured variants, FORT Mixed supplements/formulations, QUAL Semi-skimmed",0.1,113.0,0.01,12.0,84.0,145.0,0.001,0.0,0.36,0.1,0.18,0.03,0.0003,0.032,0.1,
"Yoghurt drinks, including sweetened and/or flavoured variants, FORT Mixed supplements/formulations, QUAL Skim",1.25,108.0,0.015,11.0,75.0,128.0,0.001,0.05,0.26999999999999996,2.8000000000000003,0.325,0.17500000000000002,0.000505,0.545,1.25,
"Yoghurt drinks, including sweetened and/or flavoured variants, QUAL Low / Reduced sugar",0.081,119.0,0.009,12.0,91.0,151.0,,0.05,0.431,0.739,0.178,0.037,0.0004,0.044,0.081,0.0
"Yoghurt drinks, including sweetened and/or flavoured variants, QUAL Semi-skimmed",0.0364,112.0,0.0099,10.72,83.775,140.65,0.0009461538461538461,0.0668,0.3364,0.8061999999999999,0.1639,0.03304761904761905,0.000315,0.0436,0.4506666666666666,0.00165
"Yoghurt drinks, including sweetened and/or flavoured variants, QUAL Skim",0.001,128.61904761904762,0.013238095238095236,12.476190476190476,94.85714285714286,161.42857142857142,0.0,0.08352941176470588,0.38476190476190475,0.6769999999999999,0.1585238095238095,0.03304761904761905,0.0003638095238095238,0.04104761904761905,0.001,0.0
"Yoghurt drinks, including sweetened and/or flavoured variants, QUAL Sugar free",0.081,119.0,0.009,12.0,91.0,151.0,,0.05,0.431,0.739,0.178,0.037,0.0004,0.044,0.081,0.0
"Yoghurt, cow milk, flavoured",0.055,114.72857142857143,0.019257142857142858,11.714285714285714,92.82857142857142,159.3857142857143,0.0015,0.10528571428571429,0.3868571428571429,0.8688571428571429,0.17685714285714285,0.047285714285714285,0.00020714285714285713,0.04,0.11139999999999999,0.0
"Yoghurt, cow milk, flavoured, FORT Mixed supplements/formulations, QUAL Skim",0.0,118.0,0.01,10.0,76.0,128.0,0.001,0.0,0.45,0.1,0.25,0.03,0.0005,0.634,0.0,
"Yoghurt, cow milk, flavoured, QUAL Low / Reduced sugar",0.085,124.0,0.01,12.0,90.0,157.0,,0.053,0.441,0.888,0.176,0.036,0.0004,0.045,0.085,0.0
"Yoghurt, cow milk, flavoured, QUAL Semi-skimmed",0.067,116.16190476190476,0.0284,11.652380952380952,93.77142857142857,156.11904761904762,0.0021695238095238096,0.0539047619047619,0.4036666666666667,0.8828571428571428,0.1686666666666667,0.03909523809523809,0.0002623809523809524,0.043095238095238096,0.058,0.002
"Yoghurt, cow milk, flavoured, QUAL Skim",0.051000000000000004,136.1578947368421,0.016233333333333336,13.031578947368422,100.72105263157896,173.47368421052633,0.0011333333333333334,0.09047368421052632,0.41657894736842105,0.5648947368421053,0.1894736842105263,0.042315789473684216,0.0003326315789473684,0.05231578947368421,0.048799999999999996,0.0
"Yoghurt, cow milk, flavoured, QUAL Sugar free",0.085,122.14285714285714,0.01,12.571428571428571,89.57142857142857,156.0,0.001,0.05971428571428571,0.4494285714285714,0.788,0.1737142857142857,0.03514285714285714,0.00035714285714285714,0.048571428571428564,0.078,0.0
"Yoghurt, cow milk, plain",0.085,143.71428571428572,0.009600000000000001,13.785714285714286,112.28571428571429,193.0,0.001832857142857143,0.081,0.5085714285714286,1.1732857142857143,0.19285714285714287,0.03957142857142858,0.00024142857142857145,0.052714285714285714,0.0794,0.0
"Yoghurt, cow milk, plain, FORT Mixed supplements/formulations, QUAL Semi-skimmed",2.5,125.0,0.01,14.0,115.0,167.0,0.001,0.1,0.44,4.5,0.36,0.22,0.00088,0.52,2.5,
"Yoghurt, cow milk, plain, FORT Mixed supplements/formulations, QUAL Skim",0.002,146.0,0.012,14.0,107.0,186.0,,0.062,0.441,0.6900000000000001,0.176,0.22,0.0004,0.046,0.002,0.0
"Yoghurt, cow milk, plain, QUAL Low / Reduced sugar",0.085,124.0,0.01,12.0,90.0,157.0,,0.053,0.441,0.788,0.176,0.036,0.0004,0.045,0.085,0.0
"Yoghurt, cow milk, plain, QUAL Semi-skimmed",0.044333333333333336,124.57142857142857,0.011199999999999998,12.076190476190476,92.52380952380952,156.66666666666666,0.0014142857142857145,0.06461904761904762,0.41709523809523813,0.8596190476190476,0.17576190476190479,0.04061904761904762,0.00035809523809523814,0.04519047619047619,0.04161538461538462,0.002
"Yoghurt, cow milk, plain, QUAL Skim",0.002,142.73684210526315,0.013555555555555555,14.052631578947368,108.17894736842106,185.52631578947367,0.0018666666666666666,0.08372222222222223,0.4742631578947368,1.0169473684210526,0.19821052631578948,0.04395238095238095,0.00033526315789473687,0.062157894736842106,0.01690909090909091,0.0
"Yoghurt, cow milk, plain, QUAL Sugar free",0.085,124.14285714285714,0.01,12.0,92.14285714285714,158.85714285714286,0.002,0.05971428571428571,0.43657142857142855,0.788,0.178,0.036571428571428574,0.0003714285714285715,0.05285714285714286,0.084,0.0
"Yoghurt, goat milk, plain",,124.0,,,105.0,251.0,,0.1,,0.26,0.13,0.03,,,,
"Yoghurt, goat milk, plain, QUAL Semi-skimmed",0.01,112.0,0.01,13.0,103.0,159.0,,0.2,0.4,0.27,0.16,0.04,,0.06,0.01,
"Yoghurt, sheep milk, flavoured",0.077,112.0,0.01,11.0,81.0,142.0,,0.077,0.398,0.712,0.158,0.033,0.0004,0.04,0.077,0.0
"Yoghurt, sheep milk, flavoured, QUAL Low / Reduced sugar",0.085,124.0,0.01,12.0,90.0,157.0,,0.053,0.441,0.788,0.176,0.036,0.0004,0.045,0.085,0.0
"Yoghurt, sheep milk, flavoured, QUAL Semi-skimmed",0.03766666666666667,114.0,0.009,10.666666666666666,83.0,144.33333333333334,,0.059333333333333335,0.3416666666666667,0.709,0.16133333333333333,0.033,0.0004000000000000001,0.041666666666666664,0.03766666666666667,0.002
"Yoghurt, sheep milk, flavoured, QUAL Skim",0.002,141.33333333333334,0.012,13.666666666666666,103.33333333333333,180.0,,0.06966666666666667,0.4266666666666667,0.6703333333333333,0.16999999999999998,0.035666666666666666,0.0004000000000000001,0.044333333333333336,0.002,0.0
"Yoghurt, sheep milk, flavoured, QUAL Sugar free",0.085,124.0,0.01,12.0,90.0,157.0,,0.053,0.441,0.788,0.176,0.036,0.0004,0.045,0.085,0.0
"Yoghurt, sheep milk, plain",0.087,128.57142857142858,0.01,13.142857142857142,105.71428571428571,166.42857142857142,0.001,0.046,0.4642857142857143,1.1214285714285714,0.22285714285714286,0.04071428571428571,0.0003428571428571429,0.055714285714285716,0.3442,0.0
